G42,G43
G42,G42
G11,G79
G56,G1
G1,G7
G1,G56
G67,G67
G29,G72
G75,G75
G75,G22
G75,G68
G19,G19
G22,G92
G22,G69
G22,G22
G14,G14
G14,G60
G14,G21
G95,G27
G95,G95
G95,G8
G4,G4
G4,G14
G44,G20
G44,G44
G78,G32
G49,G81
G84,G84
G54,G54
G98,G40
G77,G15
G20,G20
G12,G12
G93,G97
G93,G93
G89,G82
G89,G88
G79,G98
G2,G2
G46,G46
G26,G45
G86,G86
G86,G54
G99,G23
G99,G74
G60,G66
G39,G52
G25,G100
G96,G27
G96,G68
G71,G71
G71,G59
G40,G76
G10,G10
G91,G91
G100,G50
G100,G71
G31,G31
G74,G51
G80,G80
G53,G53
G53,G97
G18,G95
G23,G25
G62,G62
G42,G87
G29,G66
G9,G9
G92,G91
G92,G93
G19,G5
G19,G65
G76,G29
G21,G17
G44,G26
G84,G77
G84,G86
G84,G90
G17,G19
G17,G17
G17,G37
G98,G87
G98,G57
G98,G98
G77,G15
G35,G35
G7,G7
G41,G9
G41,G41
G89,G89
G89,G83
G57,G57
G46,G89
G30,G85
G86,G31
G86,G18
G25,G46
G25,G25
G15,G77
G96,G96
G71,G41
G5,G4
G5,G36
G5,G60
G5,G21
G58,G5
G43,G43
G48,G48
G48,G52
G55,G55
G58,G58
G58,G59
G58,G10
G87,G16
G74,G32
G74,G74
G80,G78
G28,G13
G13,G64
G13,G13
G94,G94
G94,G18
G3,G3
G45,G26
G45,G45
G85,G85
G76,G76
G34,G28
G21,G61
G21,G6
G11,G11
G92,G92
G92,G63
G52,G48
G56,G58
G56,G49
G56,G55
G1,G2
G1,G56
G67,G12
G47,G70
G47,G37
G47,G47
G35,G1
G35,G44
G7,G88
G14,G51
G57,G35
G90,G81
G90,G90
G28,G62
G28,G28
G28,G38
G28,G47
G54,G96
G30,G30
G94,G23
G94,G78
G5,G3
G5,G30
G12,G39
G72,G70
G72,G73
G72,G72
G79,G80
G79,G73
G79,G61
G79,G79
G79,G38
G48,G34
G48,G99
G55,G83
G99,G99
G39,G39
G39,G65
G8,G8
G41,G84
G40,G40
G40,G24
G83,G69
G88,G11
G50,G53
G50,G50
G50,G42
G3,G64
G3,G82
G10,G49
G61,G63
G100,G100
G100,G94
G24,G24
G16,G16
G16,G29
G34,G75
G34,G34
G34,G36
G6,G6
G37,G67
