G24,G31
G24,G3
G24,G40
G24,G50
G24,G58
G24,G79
G29,G33
G29,G4
G29,G2
G29,G24
G29,G40
G29,G50
G29,G81
G29,G55
G29,G58
G29,G67
G4,G31
G4,G33
G4,G97
G4,G68
G4,G17
G4,G58
G3,G60
G2,G17
G2,G97
G2,G50
G57,G33
G57,G3
G54,G79
G58,G97
G58,G33
G40,G68
G40,G57
G79,G31
G79,G3
G68,G96
G65,G40
G65,G35
G65,G2
G97,G60
G96,G31
G96,G17
G96,G79
G33,G96
G33,G86
G33,G54
G35,G29
G35,G84
G35,G68
G35,G57
G35,G55
G35,G54
G35,G60
G35,G67
G84,G67
G84,G54
G86,G84
G86,G96
G86,G81
G86,G55
G81,G84
G81,G2
G81,G97
G81,G50
G81,G55
G81,G54
G81,G17
G81,G60
