G42,G43
G42,G42
G11,G48
G56,G1
G56,G8
G1,G7
G1,G56
G1,G58
G1,G5
G67,G29
G75,G75
G75,G22
G75,G68
G75,G21
G19,G19
G68,G59
G22,G92
G22,G9
G22,G69
G22,G22
G14,G14
G14,G21
G95,G18
G95,G27
G95,G95
G95,G8
G36,G6
G36,G96
G4,G4
G4,G14
G44,G2
G44,G20
G44,G44
G78,G32
G49,G81
G84,G84
G84,G67
G84,G14
G84,G77
G84,G75
G54,G54
G81,G27
G65,G11
G98,G40
G98,G48
G98,G52
G98,G8
G77,G57
G77,G15
G38,G31
G20,G20
G20,G76
G20,G71
G12,G12
G12,G13
G93,G97
G93,G45
G93,G93
G89,G82
G79,G39
G79,G11
G79,G98
G2,G2
G2,G10
G46,G46
G26,G44
G26,G96
G26,G95
G26,G27
G86,G31
G86,G86
G86,G54
G99,G23
G60,G93
G60,G66
G39,G56
G39,G12
G39,G44
G39,G52
G39,G90
G96,G53
G96,G60
G96,G57
G96,G40
G96,G54
G96,G27
G96,G68
G71,G17
G71,G59
G40,G76
G88,G89
G88,G93
G10,G10
G91,G91
G91,G25
G91,G83
G100,G23
G100,G1
G100,G50
G100,G71
G100,G55
G31,G31
G74,G84
G74,G99
G74,G35
G74,G51
G24,G91
G24,G85
G80,G80
G97,G63
G53,G53
G53,G97
G53,G6
G18,G95
G23,G25
G62,G62
G62,G73
G42,G87
G59,G70
G45,G26
G45,G30
G29,G66
G85,G81
G85,G61
G75,G37
G75,G46
G75,G47
G9,G97
G9,G9
G9,G13
G9,G72
G92,G91
G92,G93
G19,G58
G19,G5
G19,G30
G19,G65
G76,G64
G76,G29
G22,G28
G82,G92
G82,G77
G95,G41
G95,G10
G51,G7
G51,G69
G21,G12
G21,G79
G84,G100
G84,G90
G84,G41
G17,G19
G17,G5
G17,G21
G47,G22
G27,G62
G27,G25
G17,G17
G17,G37
G17,G9
G98,G87
G98,G57
G98,G98
G77,G84
G77,G86
G77,G74
G77,G15
G35,G35
G35,G16
G38,G87
G38,G38
G38,G68
G7,G7
G41,G9
G41,G41
G93,G83
G89,G89
G89,G83
G57,G57
G66,G3
G13,G40
G13,G79
G13,G98
G46,G89
G46,G23
G30,G78
G30,G55
G30,G32
G30,G85
G30,G77
G86,G84
G86,G41
G86,G18
G25,G32
G25,G46
G25,G25
G15,G15
G15,G77
G96,G92
G96,G96
G5,G4
G5,G36
G5,G60
G5,G21
G58,G56
G58,G94
G72,G67
G72,G29
G43,G91
G43,G43
G48,G48
G48,G52
G55,G55
G55,G88
G55,G36
G58,G58
G58,G59
G58,G10
G87,G16
G64,G63
G74,G32
G74,G74
G74,G24
G74,G65
G80,G78
G28,G34
G28,G13
G18,G67
G23,G2
G13,G64
G13,G13
G13,G74
G13,G60
G94,G94
G94,G18
G50,G28
G50,G76
G50,G35
G3,G45
G3,G3
G61,G97
G45,G26
G45,G45
G45,G47
G85,G85
G62,G39
G62,G46
G16,G72
G16,G65
G16,G96
G16,G90
G76,G50
G76,G76
G76,G80
G76,G43
G34,G48
G34,G64
G34,G36
G51,G38
G21,G61
G21,G6
G11,G11
G11,G61
G11,G88
G11,G85
G92,G92
G92,G63
G92,G81
G52,G6
G56,G49
G56,G55
G1,G17
G1,G2
G1,G56
G67,G12
G47,G70
G47,G37
G47,G3
G47,G49
G47,G47
G35,G1
G7,G53
G7,G44
G7,G88
G14,G50
G14,G51
G70,G59
G36,G89
G4,G17
G4,G100
G4,G50
G4,G69
G57,G35
G90,G81
G90,G79
G90,G51
G90,G90
G28,G62
G28,G34
G28,G28
G28,G38
G28,G47
G54,G22
G30,G7
G30,G1
G30,G30
G30,G19
G94,G23
G94,G78
G81,G80
G5,G11
G5,G98
G5,G58
G5,G54
G12,G99
G12,G66
G72,G70
G72,G73
G72,G19
G72,G37
G72,G72
G79,G80
G79,G73
G79,G61
G79,G79
G48,G39
G48,G99
G48,G52
G48,G72
G55,G83
G31,G86
G26,G26
G26,G45
G26,G20
G26,G3
G26,G30
G26,G42
G99,G99
G99,G4
G99,G82
G99,G74
G39,G39
G39,G34
G39,G73
G39,G24
G39,G65
G8,G14
G8,G8
G41,G100
G41,G15
G41,G71
G41,G75
G41,G82
G40,G40
G40,G38
G40,G24
G83,G62
G83,G69
G83,G18
G88,G20
G50,G53
G50,G88
G50,G42
G3,G31
G3,G64
G3,G4
G3,G95
G3,G82
G3,G94
G3,G86
G10,G70
G10,G49
G10,G5
G61,G63
G100,G100
G100,G94
G100,G71
G100,G51
G15,G78
G15,G43
G15,G60
G15,G42
G24,G26
G24,G68
G24,G24
G16,G16
G16,G29
G34,G75
G34,G34
G34,G28
G34,G16
G34,G36
G37,G67
