YLR079W,YMR199W
YLR079W,YDR146C
YLR079W,YLR079W
YLR079W,YMR043W
YDL056W,YGR108W
YGL003C,YPR120C
YAL040C,YDL056W
YER111C,YMR199W
YER111C,YPR120C
YGR108W,YLR079W
YGR108W,YER111C
YMR043W,YAL040C
YPR120C,YAL040C
YGL116W,YDL056W
YGR108W,YGL116W
YGR108W,YGL003C
YGR108W,YDR146C
YMR199W,YGL116W
YMR199W,YGL003C
YMR199W,YDL056W
YMR199W,YPR120C
YDR146C,YGR108W
YPR120C,YGL116W
YPR120C,YMR043W
YPR120C,YGR108W
YLR079W,YGL003C
YDL056W,YDR146C
YMR199W,YMR199W
YMR199W,YLR079W
YDR146C,YGR108W
YDR146C,YER111C
