G26,G73
G26,G34
G26,G28
G27,G19
G24,G6
G24,G25
G24,G22
G24,G70
G24,G54
G24,G79
G25,G50
G22,G26
G22,G96
G22,G55
G23,G73
G23,G8
G20,G75
G20,G24
G20,G89
G20,G8
G21,G59
G29,G30
G29,G33
G29,G32
G29,G20
G29,G80
G29,G49
G29,G67
G6,G27
G6,G72
G6,G87
G6,G90
G6,G88
G6,G89
G4,G3
G4,G70
G4,G45
G2,G34
G2,G87
G2,G85
G2,G43
G2,G72
G2,G14
G1,G4
G1,G20
G9,G54
G9,G29
G9,G12
G9,G83
G9,G60
G9,G15
G8,G2
G53,G100
G53,G30
G53,G33
G53,G22
G53,G21
G53,G51
G53,G52
G53,G68
G51,G46
G57,G6
G55,G31
G55,G27
G55,G58
G55,G56
G55,G41
G54,G42
G54,G86
G54,G11
G54,G99
G54,G10
G40,G62
G40,G52
G40,G91
G40,G18
G41,G39
G41,G77
G41,G59
G42,G16
G42,G92
G42,G85
G43,G60
G43,G93
G46,G40
G48,G31
G48,G38
G75,G5
G75,G23
G74,G92
G70,G76
G73,G17
G73,G48
G73,G85
G73,G65
G79,G5
G68,G84
G69,G14
G69,G98
G69,G83
G62,G97
G62,G79
G66,G35
G67,G63
G67,G86
G67,G37
G67,G64
G65,G47
G18,G28
G15,G50
G13,G39
G13,G49
G13,G51
G13,G23
G12,G26
G12,G66
G12,G67
G12,G10
G10,G81
G97,G27
G97,G95
G97,G93
G96,G43
G96,G13
G95,G6
G95,G43
G92,G39
G92,G96
G92,G68
G91,G4
G91,G80
G90,G91
G90,G18
G99,G48
G99,G30
G99,G38
G98,G75
G98,G74
G98,G95
G98,G77
G98,G29
G33,G15
G33,G37
G32,G53
G32,G12
G32,G19
G32,G36
G35,G7
G34,G16
G34,G55
G37,G24
G37,G25
G37,G5
G37,G1
G37,G36
G36,G88
G36,G20
G36,G1
G36,G18
G39,G46
G38,G40
G38,G41
G38,G90
G38,G62
G38,G58
G38,G11
G85,G93
G85,G57
G85,G81
G85,G21
G86,G100
G86,G96
G83,G97
G83,G24
G83,G2
G83,G53
G83,G42
G83,G57
G88,G90
