YLR079W,YGL003C
YLR079W,YLR079W
YLR079W,YAL040C
YER111C,YGL003C
YGL003C,YMR199W
YGL003C,YGR108W
YMR043W,YPR120C
YAL040C,YGL116W
YAL040C,YMR043W
YER111C,YLR079W
YER111C,YAL040C
YGR108W,YDL056W
YGR108W,YLR079W
YGR108W,YDR146C
YMR043W,YMR199W
YPR120C,YLR079W
YGL116W,YGL003C
YGL116W,YDL056W
YGL116W,YER111C
YGR108W,YGL116W
YGR108W,YDR146C
YGR108W,YGR108W
YMR199W,YDR146C
YMR199W,YGR108W
YDR146C,YER111C
YPR120C,YGL116W
YPR120C,YDL056W
YLR079W,YPR120C
YDL056W,YAL040C
YMR199W,YGL003C
YMR199W,YPR120C
YMR199W,YER111C
YMR199W,YMR043W
YDR146C,YGL116W
YDR146C,YAL040C
